onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1423837444418	foreign	aliceloc_nebula101/English/foreign/1_intact.wav	French	English	aliceloc
42.1423837444418	18.0059300688226	intact	aliceloc_nebula101/French/intact/17_intact.wav	French	English	aliceloc
60.1483138132644	17.980182380157196	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/14_degraded.wav	French	English	aliceloc
78.1284961934216	18.005952194562298	degraded	aliceloc_nebula101/French/degraded/8_degraded.wav	French	English	aliceloc
96.1344483879839	18.005916141606107	degraded	aliceloc_nebula101/French/degraded/22_degraded.wav	French	English	aliceloc
114.14036452959	18.005939718819988	intact	aliceloc_nebula101/French/intact/11_intact.wav	French	English	aliceloc
132.14630424841	18.00609059535401	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/22_degraded.wav	French	English	aliceloc
150.152394843764	17.847605156236	foreign	aliceloc_nebula101/English/foreign/19_intact.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14231560033701	foreign	aliceloc_nebula101/English/foreign/7_intact.wav	French	English	aliceloc
198.142315600337	18.006045813722977	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/20_degraded.wav	French	English	aliceloc
216.14836141406	17.980111144101016	intact	aliceloc_nebula101/French/intact/23_intact.wav	French	English	aliceloc
234.128472558161	18.00593829161099	degraded	aliceloc_nebula101/French/degraded/18_degraded.wav	French	English	aliceloc
252.134410849772	18.005922817349017	degraded	aliceloc_nebula101/French/degraded/16_degraded.wav	French	English	aliceloc
270.140333667121	18.005953844556984	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/24_degraded.wav	French	English	aliceloc
288.146287511678	18.005924594554983	intact	aliceloc_nebula101/French/intact/21_intact.wav	French	English	aliceloc
306.152212106233	17.84778789376702	foreign	aliceloc_nebula101/English/foreign/17_intact.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
