onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1429800900223	foreign	aliceloc_nebula101/English/foreign/5_intact.wav	French	English	aliceloc
42.1429800900223	18.0059605202987	intact	aliceloc_nebula101/French/intact/5_intact.wav	French	English	aliceloc
60.148940610321	17.9802577330993	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/18_degraded.wav	French	English	aliceloc
78.1291983434203	18.006083466672806	degraded	aliceloc_nebula101/French/degraded/14_degraded.wav	French	English	aliceloc
96.1352818100931	18.005971968821896	degraded	aliceloc_nebula101/French/degraded/6_degraded.wav	French	English	aliceloc
114.141253778915	18.00597606881999	intact	aliceloc_nebula101/French/intact/9_intact.wav	French	English	aliceloc
132.147229847735	18.005860073917006	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/2_degraded.wav	French	English	aliceloc
150.153089921652	17.846910078348003	foreign	aliceloc_nebula101/English/foreign/9_intact.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14322345181401	foreign	aliceloc_nebula101/English/foreign/11_intact.wav	French	English	aliceloc
198.143223451814	18.005897018821997	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/6_degraded.wav	French	English	aliceloc
216.149120470636	17.980287141948992	intact	aliceloc_nebula101/French/intact/1_intact.wav	French	English	aliceloc
234.129407612585	18.00590021292399	degraded	aliceloc_nebula101/French/degraded/10_degraded.wav	French	English	aliceloc
252.135307825509	18.006033289457008	degraded	aliceloc_nebula101/French/degraded/4_degraded.wav	French	English	aliceloc
270.141341114966	18.005852822447025	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/16_degraded.wav	French	English	aliceloc
288.147193937413	18.005932646036	intact	aliceloc_nebula101/French/intact/3_intact.wav	French	English	aliceloc
306.153126583449	17.846873416550977	foreign	aliceloc_nebula101/English/foreign/21_intact.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
