onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1424410128093	foreign	aliceloc_nebula101/English/foreign/23_intact.wav	French	English	aliceloc
42.1424410128093	18.0059353445613	intact	aliceloc_nebula101/French/intact/19_intact.wav	French	English	aliceloc
60.1483763573706	17.980230739001804	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/12_degraded.wav	French	English	aliceloc
78.1286070963724	18.005935218818195	degraded	aliceloc_nebula101/French/degraded/2_degraded.wav	French	English	aliceloc
96.1345423151906	18.005944148979395	degraded	aliceloc_nebula101/French/degraded/12_degraded.wav	French	English	aliceloc
114.14048646417	18.005964054875008	intact	aliceloc_nebula101/French/intact/7_intact.wav	French	English	aliceloc
132.146450519045	18.00592600113299	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/10_degraded.wav	French	English	aliceloc
150.152376520178	17.847623479822005	foreign	aliceloc_nebula101/English/foreign/13_intact.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.142450298867004	foreign	aliceloc_nebula101/English/foreign/3_intact.wav	French	English	aliceloc
198.142450298867	18.00593794750199	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/8_degraded.wav	French	English	aliceloc
216.148388246369	17.980183833108015	intact	aliceloc_nebula101/French/intact/13_intact.wav	French	English	aliceloc
234.128572079477	18.005954198978998	degraded	aliceloc_nebula101/French/degraded/24_degraded.wav	French	English	aliceloc
252.134526278456	18.005919937190015	degraded	aliceloc_nebula101/French/degraded/20_degraded.wav	French	English	aliceloc
270.140446215646	18.005943318822005	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/4_degraded.wav	French	English	aliceloc
288.146389534468	18.006009671086986	intact	aliceloc_nebula101/French/intact/15_intact.wav	French	English	aliceloc
306.152399205555	17.847600794444986	foreign	aliceloc_nebula101/English/foreign/15_intact.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
