onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1424063914928	degraded	aliceloc_nebula101/French/degraded/12_degraded.wav	French	English	aliceloc
42.1424063914928	18.00596144456	foreign	aliceloc_nebula101/English/foreign/7_intact.wav	French	English	aliceloc
60.1483678360528	17.980201007369004	intact	aliceloc_nebula101/French/intact/11_intact.wav	French	English	aliceloc
78.1285688434218	18.0060069702959	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/12_degraded.wav	French	English	aliceloc
96.1345758137177	18.0059916188183	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/18_degraded.wav	French	English	aliceloc
114.140567432536	18.005938968820985	intact	aliceloc_nebula101/French/intact/7_intact.wav	French	English	aliceloc
132.146506401357	18.005997746030005	foreign	aliceloc_nebula101/English/foreign/3_intact.wav	French	English	aliceloc
150.152504147387	17.847495852613008	degraded	aliceloc_nebula101/French/degraded/16_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.142660403285987	degraded	aliceloc_nebula101/French/degraded/6_degraded.wav	French	English	aliceloc
198.142660403286	18.005958317350007	foreign	aliceloc_nebula101/English/foreign/17_intact.wav	French	English	aliceloc
216.148618720636	17.980210510315004	intact	aliceloc_nebula101/French/intact/21_intact.wav	French	English	aliceloc
234.128829230951	18.005975018822994	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/14_degraded.wav	French	English	aliceloc
252.134804249774	18.005963744556027	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/8_degraded.wav	French	English	aliceloc
270.14076799433	18.005945944553957	intact	aliceloc_nebula101/French/intact/9_intact.wav	French	English	aliceloc
288.146713938884	18.00597336882504	foreign	aliceloc_nebula101/English/foreign/15_intact.wav	French	English	aliceloc
306.152687307709	17.847312692290984	degraded	aliceloc_nebula101/French/degraded/2_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
