onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	Spanish	aliceloc
12.0	12.0	fix	n/a	French	Spanish	aliceloc
24.0	18.1433416121326	foreignDegraded	aliceloc_nebula101/Spanish/foreignDegraded/17_degraded.wav	French	Spanish	aliceloc
42.1433416121326	18.0059592717681	intact	aliceloc_nebula101/French/intact/16_intact.wav	French	Spanish	aliceloc
60.1493008839007	17.980187807369397	degraded	aliceloc_nebula101/French/degraded/9_degraded.wav	French	Spanish	aliceloc
78.1294886912701	18.005934115872208	foreign	aliceloc_nebula101/Spanish/foreign/18_intact.wav	French	Spanish	aliceloc
96.1354228071423	18.005965444558697	foreign	aliceloc_nebula101/Spanish/foreign/12_intact.wav	French	Spanish	aliceloc
114.141388251701	18.005882123923	degraded	aliceloc_nebula101/French/degraded/1_degraded.wav	French	Spanish	aliceloc
132.147270375624	18.00600419898001	intact	aliceloc_nebula101/French/intact/6_intact.wav	French	Spanish	aliceloc
150.153274574604	17.846725425395988	foreignDegraded	aliceloc_nebula101/Spanish/foreignDegraded/7_degraded.wav	French	Spanish	aliceloc
168.0	12.0	fix	n/a	French	Spanish	aliceloc
180.0	18.143356776077013	foreignDegraded	aliceloc_nebula101/Spanish/foreignDegraded/5_degraded.wav	French	Spanish	aliceloc
198.143356776077	18.005951047506983	intact	aliceloc_nebula101/French/intact/2_intact.wav	French	Spanish	aliceloc
216.149307823584	17.98019825294699	degraded	aliceloc_nebula101/French/degraded/19_degraded.wav	French	Spanish	aliceloc
234.129506076531	18.00595524603102	foreign	aliceloc_nebula101/Spanish/foreign/20_intact.wav	French	Spanish	aliceloc
252.135461322562	18.005938068820996	foreign	aliceloc_nebula101/Spanish/foreign/22_intact.wav	French	Spanish	aliceloc
270.141399391383	18.00596882029498	degraded	aliceloc_nebula101/French/degraded/7_degraded.wav	French	Spanish	aliceloc
288.147368211678	18.00607464535102	intact	aliceloc_nebula101/French/intact/14_intact.wav	French	Spanish	aliceloc
306.153442857029	17.846557142970994	foreignDegraded	aliceloc_nebula101/Spanish/foreignDegraded/19_degraded.wav	French	Spanish	aliceloc
324.0	12.0	fix	n/a	French	Spanish	aliceloc
336.0	12.0	fix	n/a	French	Spanish	aliceloc
