onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1427716231265	degraded	aliceloc_nebula101/French/degraded/3_degraded.wav	French	English	aliceloc
42.1427716231265	18.0059763673489	foreign	aliceloc_nebula101/English/foreign/10_intact.wav	French	English	aliceloc
60.1487479904754	17.980212157359304	intact	aliceloc_nebula101/French/intact/24_intact.wav	French	English	aliceloc
78.1289601478347	18.00598707031169	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/23_degraded.wav	French	English	aliceloc
96.1349472181464	18.005985070296603	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/7_degraded.wav	French	English	aliceloc
114.140932288443	18.005951893079015	intact	aliceloc_nebula101/French/intact/22_intact.wav	French	English	aliceloc
132.146884181522	18.005978744549992	foreign	aliceloc_nebula101/English/foreign/8_intact.wav	French	English	aliceloc
150.152862926072	17.847137073927996	degraded	aliceloc_nebula101/French/degraded/19_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.143050433442	degraded	aliceloc_nebula101/French/degraded/23_degraded.wav	French	English	aliceloc
198.143050433442	18.005980968825014	foreign	aliceloc_nebula101/English/foreign/24_intact.wav	French	English	aliceloc
216.149031402267	17.98021590737298	intact	aliceloc_nebula101/French/intact/16_intact.wav	French	English	aliceloc
234.12924730964	18.005989770289005	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/17_degraded.wav	French	English	aliceloc
252.135237079929	18.005962118811993	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/9_degraded.wav	French	English	aliceloc
270.141199198741	18.006046290946017	intact	aliceloc_nebula101/French/intact/12_intact.wav	French	English	aliceloc
288.147245489687	18.005924398165973	foreign	aliceloc_nebula101/English/foreign/20_intact.wav	French	English	aliceloc
306.153169887853	17.846830112147018	degraded	aliceloc_nebula101/French/degraded/17_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
