onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.142419164272702	degraded	aliceloc_nebula101/French/degraded/21_degraded.wav	French	English	aliceloc
42.1424191642727	18.006033621772097	foreign	aliceloc_nebula101/English/foreign/2_intact.wav	French	English	aliceloc
60.1484527860448	17.9801699286909	intact	aliceloc_nebula101/French/intact/4_intact.wav	French	English	aliceloc
78.1286227147357	18.0060114945518	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/3_degraded.wav	French	English	aliceloc
96.1346342092875	18.0060317460305	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/5_degraded.wav	French	English	aliceloc
114.140665955318	18.00596929456499	intact	aliceloc_nebula101/French/intact/2_intact.wav	French	English	aliceloc
132.146635249883	18.006028347517997	foreign	aliceloc_nebula101/English/foreign/4_intact.wav	French	English	aliceloc
150.152663597401	17.847336402599012	degraded	aliceloc_nebula101/French/degraded/9_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14284677608501	degraded	aliceloc_nebula101/French/degraded/15_degraded.wav	French	English	aliceloc
198.142846776085	18.006094369600987	foreign	aliceloc_nebula101/English/foreign/6_intact.wav	French	English	aliceloc
216.148941145686	17.980099553621017	intact	aliceloc_nebula101/French/intact/8_intact.wav	French	English	aliceloc
234.129040699307	18.00600214750699	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/21_degraded.wav	French	English	aliceloc
252.135042846814	18.006032450459003	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/1_degraded.wav	French	English	aliceloc
270.141075297273	18.005973690145993	intact	aliceloc_nebula101/French/intact/10_intact.wav	French	English	aliceloc
288.147048987419	18.00600144601799	foreign	aliceloc_nebula101/English/foreign/16_intact.wav	French	English	aliceloc
306.153050433437	17.846949566563012	degraded	aliceloc_nebula101/French/degraded/7_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
