onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1416577172331	degraded	aliceloc_nebula101/French/degraded/3_degraded.wav	French	English	aliceloc
42.1416577172331	18.0059226188214	foreign	aliceloc_nebula101/English/foreign/10_intact.wav	French	English	aliceloc
60.1475803360545	17.980198157369102	intact	aliceloc_nebula101/French/intact/24_intact.wav	French	English	aliceloc
78.1277784934236	18.005977948979393	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/23_degraded.wav	French	English	aliceloc
96.133756442403	18.005971185034	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/7_degraded.wav	French	English	aliceloc
114.139727627437	18.005925554082012	intact	aliceloc_nebula101/French/intact/22_intact.wav	French	English	aliceloc
132.145653181519	18.00588899013698	foreign	aliceloc_nebula101/English/foreign/8_intact.wav	French	English	aliceloc
150.151542171656	17.84845782834401	degraded	aliceloc_nebula101/French/degraded/19_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.141649479026	degraded	aliceloc_nebula101/French/degraded/23_degraded.wav	French	English	aliceloc
198.141649479026	18.005987640927998	foreign	aliceloc_nebula101/English/foreign/24_intact.wav	French	English	aliceloc
216.147637119954	17.980118435261005	intact	aliceloc_nebula101/French/intact/16_intact.wav	French	English	aliceloc
234.127755555215	18.005944644557985	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/17_degraded.wav	French	English	aliceloc
252.133700199773	18.005935544557985	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/9_degraded.wav	French	English	aliceloc
270.139635744331	18.00595059455702	intact	aliceloc_nebula101/French/intact/12_intact.wav	French	English	aliceloc
288.145586338888	18.005952827665	foreign	aliceloc_nebula101/English/foreign/20_intact.wav	French	English	aliceloc
306.151539166553	17.848460833447007	degraded	aliceloc_nebula101/French/degraded/17_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
