onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1417993231289	degraded	aliceloc_nebula101/French/degraded/21_degraded.wav	French	English	aliceloc
42.1417993231289	18.005959768820503	foreign	aliceloc_nebula101/English/foreign/2_intact.wav	French	English	aliceloc
60.1477590919494	17.9801481529476	intact	aliceloc_nebula101/French/intact/4_intact.wav	French	English	aliceloc
78.127907244897	18.006065540930592	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/3_degraded.wav	French	English	aliceloc
96.1339727858276	18.0058737783434	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/5_degraded.wav	French	English	aliceloc
114.139846564171	18.006020165194002	intact	aliceloc_nebula101/French/intact/2_intact.wav	French	English	aliceloc
132.145866729365	18.00589954966	foreign	aliceloc_nebula101/English/foreign/4_intact.wav	French	English	aliceloc
150.151766279025	17.848233720975003	degraded	aliceloc_nebula101/French/degraded/9_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.141850559183013	degraded	aliceloc_nebula101/French/degraded/15_degraded.wav	French	English	aliceloc
198.141850559183	18.005962946031985	foreign	aliceloc_nebula101/English/foreign/6_intact.wav	French	English	aliceloc
216.147813505215	17.980104951474004	intact	aliceloc_nebula101/French/intact/8_intact.wav	French	English	aliceloc
234.127918456689	18.00593052029501	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/21_degraded.wav	French	English	aliceloc
252.133848976984	18.005964317345985	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/1_degraded.wav	French	English	aliceloc
270.13981329433	18.00593119455698	intact	aliceloc_nebula101/French/intact/10_intact.wav	French	English	aliceloc
288.145744488887	18.005937347506006	foreign	aliceloc_nebula101/English/foreign/16_intact.wav	French	English	aliceloc
306.151681836393	17.84831816360702	degraded	aliceloc_nebula101/French/degraded/7_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
