onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.143085352608097	degraded	aliceloc_nebula101/French/degraded/2_degraded.wav	French	English	aliceloc
42.1430853526081	18.005931493083104	foreign	aliceloc_nebula101/English/foreign/5_intact.wav	French	English	aliceloc
60.1490168456912	17.9802281573702	intact	aliceloc_nebula101/French/intact/7_intact.wav	French	English	aliceloc
78.1292450030614	18.005975644558106	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/16_degraded.wav	French	English	aliceloc
96.1352206476195	18.005962546031498	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/24_degraded.wav	French	English	aliceloc
114.141183193651	18.005979894557996	intact	aliceloc_nebula101/French/intact/11_intact.wav	French	English	aliceloc
132.147163088209	18.005946893083006	foreign	aliceloc_nebula101/English/foreign/7_intact.wav	French	English	aliceloc
150.153109981292	17.846890018707995	degraded	aliceloc_nebula101/French/degraded/22_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14327736439901	degraded	aliceloc_nebula101/French/degraded/10_degraded.wav	French	English	aliceloc
198.143277364399	18.005943693083992	foreign	aliceloc_nebula101/English/foreign/19_intact.wav	French	English	aliceloc
216.149221057483	17.980207857370004	intact	aliceloc_nebula101/French/intact/21_intact.wav	French	English	aliceloc
234.129428914853	18.005960444557985	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/12_degraded.wav	French	English	aliceloc
252.135389359411	18.00596894750501	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/4_degraded.wav	French	English	aliceloc
270.141358306916	18.00592976587302	intact	aliceloc_nebula101/French/intact/17_intact.wav	French	English	aliceloc
288.147288072789	17.98017485294696	foreign	aliceloc_nebula101/English/foreign/13_intact.wav	French	English	aliceloc
306.127462925736	17.872537074264017	degraded	aliceloc_nebula101/French/degraded/24_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
