onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1416397459188	degraded	aliceloc_nebula101/French/degraded/18_degraded.wav	French	English	aliceloc
42.1416397459188	18.0059105871879	foreign	aliceloc_nebula101/English/foreign/3_intact.wav	French	English	aliceloc
60.1475503331067	17.980252987528694	intact	aliceloc_nebula101/French/intact/23_intact.wav	French	English	aliceloc
78.1278033206354	18.0059702945573	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/8_degraded.wav	French	English	aliceloc
96.1337736151927	18.005961291610305	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/22_degraded.wav	French	English	aliceloc
114.139734906803	18.00601157618999	intact	aliceloc_nebula101/French/intact/15_intact.wav	French	English	aliceloc
132.145746482993	18.006068062243997	foreign	aliceloc_nebula101/English/foreign/11_intact.wav	French	English	aliceloc
150.151814545237	17.848185454763012	degraded	aliceloc_nebula101/French/degraded/8_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.141865413603995	degraded	aliceloc_nebula101/French/degraded/12_degraded.wav	French	English	aliceloc
198.141865413604	18.005996790137004	foreign	aliceloc_nebula101/English/foreign/21_intact.wav	French	English	aliceloc
216.147862203741	17.980159202947988	intact	aliceloc_nebula101/French/intact/5_intact.wav	French	English	aliceloc
234.128021406689	18.00597742029501	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/18_degraded.wav	French	English	aliceloc
252.133998826984	18.00601557324103	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/6_degraded.wav	French	English	aliceloc
270.140014400225	18.005951067348974	intact	aliceloc_nebula101/French/intact/9_intact.wav	French	English	aliceloc
288.145965467574	18.005952821768005	foreign	aliceloc_nebula101/English/foreign/15_intact.wav	French	English	aliceloc
306.151918289342	17.848081710657993	degraded	aliceloc_nebula101/French/degraded/16_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
